session_id,customer_id,start_dttm,finish_dttm,device_name
1418,9399964,2021-09-07 13:26:16,2021-09-07 16:28:33,Ubuntu
1419,972383,2020-01-10 22:10:09,2020-01-11 14:21:52,iOS
1420,1469502,2023-02-13 19:41:37,2023-02-14 11:00:05,Windows
1421,4147721,2023-04-28 21:59:40,2023-04-28 22:47:07,MacOS
1422,3269950,,,Windows
1423,45933,2022-12-16 10:02:56,2022-12-17 04:53:05,MacOS
1424,9517861,2022-09-09 08:38:56,2022-09-10 17:27:47,iOS
1425,380443,2021-11-06 11:17:36,2021-11-07 06:01:40,Windows
1426,2437302,2023-01-19 17:59:23,2023-01-21 03:13:33,Windows
1427,5511796,2020-12-21 23:06:11,2020-12-23 09:18:14,Windows
1428,5761311,2022-12-02 21:40:43,2022-12-03 05:16:04,Android
1429,3097030,2023-02-12 21:37:49,2023-02-12 23:51:27,iOS
1430,9358854,2021-08-18 06:44:48,2021-08-19 04:44:48,Windows
1431,6811586,2022-11-07 02:59:59,2022-11-07 16:13:29,Android
1432,8042250,2020-09-12 00:05:42,2020-09-13 11:07:01,Android
1433,6370195,2020-01-14 13:47:45,2020-01-15 13:13:15,Ubuntu
1434,2250569,2022-12-31 04:07:10,2022-12-31 04:11:38,iOS
1435,1125538,2021-11-07 18:35:55,2021-11-08 17:49:46,iOS
1436,6371316,2020-08-25 02:30:25,2020-08-26 08:24:49,MacOS
1437,2140545,2020-09-08 17:24:43,2020-09-09 13:47:29,iOS
1438,7664568,2023-04-10 11:41:53,2023-04-11 00:46:34,iOS
1439,1432858,2022-09-06 13:09:37,2022-09-07 08:59:40,iOS
1440,983084,2023-02-20 06:52:35,2023-02-21 13:38:44,MacOS
1441,9986695,,,iOS
1442,5327818,2021-04-24 09:03:36,2021-04-25 15:59:44,Ubuntu
1443,7381334,2023-04-11 12:52:40,2023-04-12 21:22:29,Android
1444,7528079,2022-08-16 23:37:13,2022-08-17 11:15:03,Android
1445,113347,2023-01-21 10:16:28,2023-01-22 10:08:39,MacOS
1446,7571024,2021-04-09 20:57:04,2021-04-11 01:59:55,Windows
1447,4631776,2023-02-02 08:52:32,2023-02-02 20:05:22,Ubuntu
1448,5955589,2022-06-12 00:39:12,2022-06-13 01:12:30,Android
1449,7571024,2021-04-09 23:36:21,2021-04-10 19:43:30,iOS
1450,8195073,2022-02-19 06:48:49,2022-02-20 05:51:28,Windows
1451,8929248,2020-05-03 17:29:04,2020-05-05 03:46:07,iOS
1452,219455,2021-05-14 06:20:50,2021-05-14 15:15:51,iOS
1453,6109375,2022-10-29 01:39:07,2022-10-30 07:06:32,Windows
1454,2962652,2021-10-30 22:18:35,2021-10-30 23:00:16,Windows
1455,6286907,2023-04-16 04:03:56,2023-04-16 22:00:44,Windows
1456,6235073,2020-12-17 04:52:11,2020-12-18 08:41:48,MacOS
1457,9000964,2020-09-04 07:57:50,2020-09-05 17:13:44,iOS
1458,6371316,2020-08-25 07:03:02,2020-08-25 08:04:59,Windows
1459,1082513,2022-10-14 21:41:55,2022-10-16 06:32:52,Ubuntu
1460,8494844,2022-09-16 12:34:46,2022-09-17 06:45:11,Windows
1461,1086528,2022-10-18 09:27:22,2022-10-19 12:37:04,iOS
1462,1156414,2022-02-15 05:02:12,2022-02-16 04:49:39,MacOS
1463,3896175,2021-07-14 05:58:04,2021-07-15 15:59:18,MacOS
1464,9552296,2020-04-21 11:22:00,2020-04-22 12:20:13,Android
1465,9858259,2021-05-08 02:10:31,2021-05-08 11:18:10,Ubuntu
1466,3340564,2022-08-25 09:39:38,2022-08-26 00:07:22,Ubuntu
1467,4259101,2020-03-28 20:21:10,2020-03-30 01:02:43,Ubuntu
1468,2911210,2022-03-19 22:52:54,2022-03-20 14:54:47,Windows
1469,2893413,2020-04-05 17:19:56,2020-04-05 17:43:55,Windows
1470,7147379,2023-04-22 09:49:03,2023-04-23 13:08:40,MacOS
1471,8131696,2022-07-26 21:28:23,2022-07-28 06:16:06,Ubuntu
1472,2893413,2020-04-05 23:27:29,2020-04-06 23:06:16,MacOS
1473,3508936,2022-06-13 14:59:16,2022-06-14 17:54:58,Windows
1474,7013402,2020-06-21 16:28:31,2020-06-22 04:54:11,iOS
1475,4398096,2020-12-07 19:29:05,2020-12-08 18:26:26,MacOS
1476,6145504,2021-12-23 05:29:19,2021-12-24 13:24:04,iOS
1477,935381,2022-06-03 03:41:23,2022-06-03 16:05:34,Ubuntu
1478,9841596,2021-04-20 15:45:43,2021-04-21 06:30:19,Ubuntu
1479,263450,2021-03-26 10:30:31,2021-03-26 12:21:13,Ubuntu
1480,4954842,2021-02-27 06:37:09,2021-02-28 00:21:15,MacOS
1481,3164033,2020-08-06 19:01:04,2020-08-07 01:04:42,Android
1482,8940788,2020-07-22 22:36:56,2020-07-23 10:54:25,MacOS
1483,2649465,2022-06-14 19:04:05,2022-06-15 02:50:28,Ubuntu
1484,6319082,2021-09-06 05:05:17,2021-09-06 05:32:13,MacOS
1485,2491745,2021-03-12 13:43:39,2021-03-13 22:56:51,iOS
1486,2840310,2020-10-11 09:48:47,2020-10-11 23:52:00,MacOS
1487,9949746,2020-01-13 04:50:05,2020-01-14 02:55:36,Android
1488,5385017,2020-08-25 06:19:30,2020-08-25 19:04:56,Windows
1489,9851599,2023-03-23 11:42:42,2023-03-24 04:46:40,Ubuntu
1490,8591362,2020-12-22 17:39:36,2020-12-23 18:53:03,Ubuntu
1491,5635923,2022-07-24 10:20:32,2022-07-24 13:03:17,MacOS
1492,1587527,2023-02-19 13:49:58,2023-02-20 03:34:11,Android
1493,6510939,2021-06-02 01:54:43,2021-06-02 09:42:22,MacOS
1494,3187128,2023-03-26 22:31:19,2023-03-27 17:09:05,Android
1495,91618,2020-11-16 15:52:42,2020-11-17 09:10:17,MacOS
1496,7244925,2022-07-20 21:25:46,2022-07-21 10:05:28,Ubuntu
1497,1678715,2021-07-11 06:30:12,2021-07-12 17:42:30,Android
1498,219455,2021-05-14 20:45:10,2021-05-15 06:51:21,Android
1499,6358354,2021-07-05 07:25:05,2021-07-06 06:57:37,Android
1500,2839353,2020-08-30 10:10:38,2020-08-31 12:20:58,iOS
1501,1908237,2022-06-16 16:55:59,2022-06-17 23:18:27,Ubuntu
1502,4565766,2022-09-27 08:32:16,2022-09-27 22:56:39,Android
1503,4200162,2022-05-01 14:48:51,2022-05-01 23:42:40,iOS
1504,7586335,2021-11-26 04:24:51,2021-11-26 09:50:19,Windows
1505,46175,2022-07-17 03:40:59,2022-07-18 06:35:42,Windows
1506,6286907,2023-04-16 09:10:19,2023-04-17 01:45:29,MacOS
1507,2893413,2020-04-05 19:18:38,2020-04-06 20:10:23,Windows
1508,8628476,2020-12-09 03:37:18,2020-12-10 02:19:43,Android
1509,404164,2020-08-26 08:59:48,2020-08-26 23:50:46,MacOS
1510,9156814,2021-11-11 05:19:48,2021-11-11 09:41:27,iOS
1511,9841663,2020-07-27 17:56:11,2020-07-28 23:30:40,MacOS
1512,8545580,2020-10-09 14:15:25,2020-10-10 06:54:27,Android
1513,3097030,2023-02-12 03:15:59,2023-02-12 07:07:32,Android
1514,5937818,2020-07-26 21:55:40,2020-07-27 13:33:09,Ubuntu
1515,3896175,2021-07-14 01:22:06,2021-07-15 07:07:50,Ubuntu
1516,9168167,2021-07-08 21:52:49,2021-07-09 16:39:56,Ubuntu
1517,1644687,2020-11-26 00:17:45,2020-11-26 01:08:28,Ubuntu
1518,3363037,2020-12-27 10:09:26,2020-12-27 20:35:42,Windows
1519,6615705,2021-06-22 13:18:28,2021-06-23 00:15:26,Windows
1520,9603222,2021-10-12 00:20:58,2021-10-12 04:52:28,Windows
1521,2437302,2023-01-19 13:19:59,2023-01-20 07:47:59,MacOS
1522,9941395,2021-01-14 06:08:14,2021-01-15 17:27:38,Windows
1523,4997613,2020-07-10 18:30:31,2020-07-10 18:39:57,iOS
1524,4565766,2022-09-27 02:55:21,2022-09-27 11:32:14,Windows
1525,113347,2023-01-21 10:07:13,2023-01-21 19:11:11,iOS
1526,9629081,2022-03-23 18:47:19,2022-03-23 18:55:12,Ubuntu
1527,3097030,2023-02-12 18:52:28,2023-02-12 19:38:12,iOS
1528,6145504,2021-12-23 12:42:48,2021-12-23 17:31:25,Android
1529,3164493,2023-04-21 13:26:35,2023-04-22 16:41:11,Ubuntu
1530,818921,2021-02-07 00:38:30,2021-02-07 09:52:56,iOS
1531,7147379,2023-04-22 08:19:36,2023-04-22 15:29:56,iOS
1532,2516946,2022-03-23 05:28:15,2022-03-24 04:00:39,MacOS
1533,2523079,2022-04-23 11:40:35,2022-04-24 08:45:06,Windows
1534,271207,2021-08-08 11:11:17,2021-08-08 16:25:44,Ubuntu
1535,4966258,2020-01-24 05:00:03,2020-01-25 08:49:37,Ubuntu
1536,1838335,2022-11-28 20:04:06,2022-11-29 10:50:00,Android
1537,3896308,2022-07-04 23:42:58,2022-07-05 16:56:57,Windows
1538,563853,2020-07-10 01:31:18,2020-07-10 10:15:40,Windows
1539,4641043,2020-03-21 21:32:04,2020-03-22 04:10:01,iOS
1540,1587527,2023-02-19 09:32:23,2023-02-20 16:17:44,Windows
1541,7352391,2020-11-17 22:31:20,2020-11-18 11:27:32,Android
1542,2125342,2020-05-09 06:51:24,2020-05-09 09:57:20,Windows
1543,9552296,2020-04-21 17:01:44,2020-04-21 19:15:20,MacOS
1544,327660,2021-02-25 02:21:25,2021-02-25 23:01:02,Android
1545,9841663,2020-07-27 03:07:18,2020-07-27 06:42:57,iOS
1546,4951223,2021-12-06 20:51:02,2021-12-08 00:18:32,iOS
1547,8903079,2020-10-10 17:55:31,2020-10-11 12:00:44,MacOS
1548,8264228,2022-03-08 04:06:34,2022-03-08 15:31:07,Android
1549,5385017,2020-08-25 11:50:01,2020-08-25 19:30:44,MacOS
1550,9963256,2020-11-02 22:39:18,2020-11-03 08:42:38,iOS
1551,4334962,2023-04-18 23:08:15,2023-04-19 07:52:57,MacOS
1552,9629081,2022-03-23 20:18:27,2022-03-24 11:00:02,Windows
1553,950760,2022-08-15 04:01:43,2022-08-16 06:06:48,Android
1554,7946810,2022-01-27 08:10:16,2022-01-28 13:23:10,Windows
1555,7382995,2020-08-03 13:07:54,2020-08-04 20:17:48,Windows
1556,7637780,2021-03-15 02:45:33,2021-03-16 11:48:47,Ubuntu
1557,9858259,2021-05-08 11:26:05,2021-05-08 21:30:31,Windows
1558,5980316,2022-03-06 10:23:04,2022-03-07 18:12:20,Android
1559,7199090,2021-07-13 23:04:04,2021-07-14 22:43:09,MacOS
1560,3163123,2022-12-15 01:43:11,2022-12-16 01:55:42,Android
1561,983084,2023-02-20 22:54:47,2023-02-21 23:42:46,Ubuntu
1562,9399964,2021-09-07 05:51:44,2021-09-07 19:30:56,Android
1563,9603222,2021-10-12 22:09:09,2021-10-13 13:53:36,Android
1564,3656857,2020-04-20 13:15:08,2020-04-20 20:40:40,MacOS
1565,7199090,2021-07-13 08:50:59,2021-07-14 17:34:45,Ubuntu
1566,8912688,2022-04-13 19:45:13,2022-04-14 00:11:52,Ubuntu
1567,5355222,2022-01-27 18:45:41,2022-01-29 02:59:46,Android
1568,2516946,2022-03-23 14:00:58,2022-03-25 01:03:17,MacOS
1569,8628476,2020-12-09 12:32:31,2020-12-09 17:50:44,Ubuntu
1570,3603634,2022-02-19 17:14:51,2022-02-20 22:15:46,Android
1571,4429780,2023-03-23 12:58:30,2023-03-23 14:29:56,Windows
1572,4180347,2022-10-20 05:53:41,2022-10-20 06:57:44,iOS
1573,7431085,2020-08-26 03:54:01,2020-08-26 04:33:47,iOS
1574,6397165,2022-04-10 08:55:25,2022-04-11 09:41:22,MacOS
1575,4812339,2022-10-24 21:59:13,2022-10-25 14:56:51,Android
1576,380443,2021-11-06 00:47:32,2021-11-07 11:12:10,iOS
1577,6071307,2022-02-08 06:28:02,2022-02-09 01:36:52,Ubuntu
1578,2863917,2020-10-19 13:14:55,2020-10-20 20:13:47,MacOS
1579,8016267,2023-02-19 23:44:11,2023-02-21 11:24:54,Windows
1580,6971132,2021-01-05 02:02:31,2021-01-06 00:23:42,MacOS
1581,8317488,2021-09-20 09:21:33,2021-09-20 19:35:14,Ubuntu
1582,2839353,2020-08-30 02:14:52,2020-08-30 02:17:18,Windows
1583,9517861,2022-09-09 03:29:10,2022-09-09 21:17:50,MacOS
1584,4814995,2020-05-20 07:42:52,2020-05-20 19:49:24,MacOS
1585,8157735,2023-04-15 17:03:33,2023-04-16 12:20:33,iOS
1586,9629081,2022-03-23 07:45:25,2022-03-23 22:30:03,iOS
1587,8760454,2020-03-17 23:20:31,2020-03-19 00:27:59,MacOS
1588,91618,2020-11-16 13:45:04,2020-11-17 07:46:55,Android
1589,5122784,2022-05-30 10:27:46,2022-05-30 23:51:27,Ubuntu
1590,2769270,2020-12-05 07:07:49,2020-12-05 10:10:55,iOS
1591,2102900,2020-05-25 12:20:27,2020-05-26 11:10:59,Windows
1592,3363037,2020-12-27 14:00:53,2020-12-28 14:01:39,MacOS
1593,6276862,2021-11-03 02:17:50,2021-11-04 08:06:18,iOS
1594,8433372,2022-01-17 18:51:36,2022-01-17 22:10:54,iOS
1595,2039915,2020-03-09 02:24:27,2020-03-10 11:09:54,Ubuntu
1596,4147721,2023-04-28 04:30:03,2023-04-29 13:11:45,Android
1597,1233520,2022-07-23 16:59:14,2022-07-24 23:47:37,MacOS
1598,3164493,2023-04-21 21:23:51,2023-04-22 17:44:34,iOS
1599,9058381,2020-05-01 19:35:27,2020-05-02 08:33:58,MacOS
1600,2437302,2023-01-19 19:26:29,2023-01-20 01:37:37,MacOS
1601,9525027,2022-10-21 17:54:15,2022-10-23 02:00:13,Ubuntu
1602,8596601,2020-09-12 20:35:21,2020-09-13 13:01:30,MacOS
1603,7964933,2021-04-27 00:42:07,2021-04-27 22:49:46,iOS
1604,8760454,2020-03-17 20:57:43,2020-03-17 22:12:32,iOS
1605,9849164,2021-05-26 10:17:56,2021-05-26 11:40:45,MacOS
1606,8016267,2023-02-19 00:37:37,2023-02-19 02:55:45,Android
1607,5202940,2023-02-14 10:29:37,2023-02-15 15:56:15,iOS
1608,5981398,2020-03-13 13:11:24,2020-03-13 14:07:54,Windows
1609,46175,2022-07-17 13:52:01,2022-07-18 07:04:11,MacOS
1610,1587527,2023-02-19 02:31:51,2023-02-19 16:30:44,iOS
1611,9970004,2022-09-25 05:45:03,2022-09-26 00:14:55,iOS
1612,1469502,2023-02-13 21:56:07,2023-02-15 04:41:08,Ubuntu
1613,3699199,2021-12-13 01:55:03,2021-12-13 03:16:45,Ubuntu
1614,8283210,2020-10-13 07:14:28,2020-10-13 21:19:52,MacOS
1615,4617094,2021-09-12 11:55:27,2021-09-12 17:26:48,MacOS
1616,106946,2022-07-21 11:12:16,2022-07-22 02:38:32,Ubuntu
1617,6809972,2020-09-04 03:34:03,2020-09-04 13:12:43,Android
1618,4104890,2022-03-07 08:31:13,2022-03-08 07:18:16,Android
1619,3073231,2023-03-18 04:48:54,2023-03-18 12:27:07,MacOS
1620,3896308,2022-07-04 19:48:38,2022-07-05 15:26:00,iOS
1621,6766988,2022-02-26 17:25:36,2022-02-27 02:09:00,iOS
1622,113347,2023-01-21 17:47:04,2023-01-22 00:35:32,MacOS
1623,7946810,2022-01-27 18:08:25,2022-01-28 17:31:24,Android
1624,4687080,2021-05-07 10:52:37,2021-05-08 10:31:38,MacOS
1625,563853,2020-07-10 03:50:51,2020-07-11 13:58:09,MacOS
1626,1082513,2022-10-14 12:50:36,2022-10-15 20:35:56,MacOS
1627,269301,2020-07-02 07:45:13,2020-07-03 03:40:52,iOS
1628,948334,2020-02-16 08:23:41,2020-02-17 11:21:08,MacOS
1629,7586335,2021-11-26 14:42:58,2021-11-27 14:28:07,Android
1630,5132474,2020-08-31 07:44:24,2020-09-01 10:27:19,Android
1631,6370195,2020-01-14 14:19:11,2020-01-15 21:09:33,Ubuntu
1632,6550808,2021-10-16 07:49:11,2021-10-16 12:17:45,MacOS
1633,9841596,2021-04-20 08:06:32,2021-04-20 15:49:58,Windows
1634,3508936,2022-06-13 20:29:03,2022-06-15 05:23:51,MacOS
1635,404164,2020-08-26 12:49:34,2020-08-27 18:17:04,Ubuntu
1636,2565819,2021-08-06 11:24:42,2021-08-07 13:01:44,Android
1637,2130937,2021-03-04 10:14:16,2021-03-05 17:38:53,Ubuntu
1638,1105318,2022-09-20 00:28:07,2022-09-20 12:04:51,Ubuntu
1639,5981398,2020-03-13 04:52:44,2020-03-13 06:05:23,MacOS
1640,1644687,2020-11-26 04:55:12,2020-11-27 13:20:34,Ubuntu
1641,2839353,2020-08-30 02:43:19,2020-08-30 16:55:02,Ubuntu
1642,1928249,2020-10-11 11:58:46,2020-10-11 21:44:22,Ubuntu
1643,2565819,2021-08-06 16:38:44,2021-08-07 01:23:44,Android
1644,2740696,2020-11-29 05:32:38,2020-11-29 14:46:02,Android
1645,7486474,2023-04-20 03:34:39,2023-04-20 21:44:14,iOS
1646,5355222,2022-01-27 21:26:20,2022-01-28 20:08:44,Ubuntu
1647,8647292,2020-12-27 05:55:52,2020-12-28 08:58:41,Ubuntu
1648,3277864,2020-05-12 08:04:15,2020-05-12 14:23:06,iOS
1649,258432,2020-05-19 00:24:34,2020-05-19 01:48:22,Android
1650,7664568,2023-04-10 18:04:15,2023-04-11 19:42:29,Android
1651,9586314,2022-03-28 22:52:47,2022-03-29 19:58:22,Ubuntu
1652,8190145,2021-03-27 18:01:34,2021-03-29 02:08:02,Android
1653,6809972,2020-09-04 04:47:06,2020-09-05 00:22:27,Windows
1654,7146160,2021-05-21 12:11:39,2021-05-23 00:11:01,Android
1655,4617094,2021-09-12 06:17:18,2021-09-13 13:49:19,iOS
1656,9517861,2022-09-09 00:42:15,2022-09-09 02:27:59,Android
1657,1156414,2022-02-15 19:06:25,2022-02-16 03:24:53,iOS
1658,953082,2020-02-11 15:00:06,2020-02-13 01:11:52,Ubuntu
1659,3881923,2021-10-23 03:37:44,2021-10-24 07:09:40,Android
1660,7299432,2021-09-20 20:42:56,2021-09-21 14:54:07,Android
1661,2181414,2021-06-06 00:26:35,2021-06-07 07:48:21,Android
1662,7375328,2021-02-21 15:59:03,2021-02-21 22:27:54,MacOS
1663,2471692,2023-01-19 22:11:59,2023-01-20 12:37:07,MacOS
1664,961260,2020-11-03 03:32:27,2020-11-04 09:28:28,Ubuntu
1665,7571024,2021-04-09 21:48:01,2021-04-11 02:17:40,Ubuntu
1666,1089729,2022-05-29 17:54:45,2022-05-31 01:04:06,MacOS
1667,449278,2022-12-01 04:47:30,2022-12-02 14:42:53,MacOS
1668,4189625,2023-03-14 05:58:40,2023-03-15 14:55:10,MacOS
1669,1860821,2021-10-10 19:25:35,2021-10-11 12:01:08,iOS
1670,9700458,2023-03-16 18:29:01,2023-03-17 06:28:17,Windows
1671,1917173,2023-02-26 02:44:51,2023-02-27 01:31:19,Ubuntu
1672,3187128,2023-03-26 09:11:47,2023-03-26 23:56:35,Android
1673,4617094,2021-09-12 09:57:51,2021-09-13 18:55:45,MacOS
1674,7000636,2022-11-14 19:40:36,2022-11-15 07:32:37,Ubuntu
1675,1947571,2023-04-19 07:42:20,2023-04-20 04:30:19,Windows
1676,8686227,2022-09-16 11:44:14,2022-09-17 00:41:46,Ubuntu
1677,563853,2020-07-10 20:48:05,2020-07-11 05:56:49,Android
1678,6811586,2022-11-07 08:36:23,2022-11-08 18:20:48,MacOS
1679,9525027,2022-10-21 16:57:01,2022-10-22 17:53:21,Windows
1680,8903079,2020-10-10 19:42:43,2020-10-11 22:39:33,iOS
1681,3933211,2021-07-11 20:18:11,2021-07-13 01:38:06,iOS
1682,7601333,2020-02-27 12:11:48,2020-02-28 05:41:23,Android
1683,4565766,2022-09-27 18:45:37,2022-09-28 15:57:53,Android
1684,4498799,2020-06-05 02:51:59,2020-06-05 11:27:32,Windows
1685,4818421,2020-03-03 10:22:15,2020-03-03 19:35:04,MacOS
1686,5178045,2021-05-01 18:54:56,2021-05-02 18:33:34,MacOS
1687,6811586,2022-11-07 16:24:08,2022-11-07 20:56:28,Android
1688,4429780,2023-03-23 11:19:50,2023-03-24 14:23:24,Ubuntu
1689,9020769,2021-12-01 12:23:15,2021-12-02 20:08:46,Android
1690,1947571,2023-04-19 10:32:43,2023-04-20 15:53:18,Windows
1691,4966258,2020-01-24 21:19:25,2020-01-25 20:18:41,Ubuntu
1692,517697,2020-10-28 01:57:32,2020-10-28 21:08:07,Ubuntu
1693,5684078,2021-11-07 11:50:19,2021-11-08 21:19:03,Windows
1694,6276862,2021-11-03 09:35:32,2021-11-04 21:25:09,MacOS
1695,8987261,2023-04-22 05:46:09,2023-04-22 08:40:34,MacOS
1696,2912609,2020-05-11 14:11:26,2020-05-12 06:32:21,MacOS
1697,1484345,2021-02-23 02:46:32,2021-02-23 13:16:48,Android
1698,5355222,2022-01-27 17:03:19,2022-01-28 09:24:55,Android
1699,8912688,2022-04-13 13:43:01,2022-04-13 19:42:06,Windows
1700,2080808,2020-01-23 15:32:26,2020-01-23 23:19:07,MacOS
1701,4536683,2022-05-29 20:07:26,2022-05-30 09:36:19,iOS
1702,8966871,2022-02-04 09:44:26,2022-02-04 12:45:22,MacOS
1703,7299432,2021-09-20 08:36:44,2021-09-21 12:25:31,iOS
1704,5327818,2021-04-24 22:44:59,2021-04-25 03:46:25,Android
1705,6145504,2021-12-23 16:34:50,2021-12-24 06:50:58,Android
1706,6145504,2021-12-23 07:11:21,2021-12-24 14:40:17,Ubuntu
1707,1759350,2020-06-05 03:51:59,2020-06-06 01:20:25,Ubuntu
1708,6173911,2021-04-24 09:50:42,2021-04-25 09:46:18,iOS
1709,4713578,2020-09-06 17:41:59,2020-09-07 15:28:35,iOS
1710,7397121,2023-04-06 09:09:07,2023-04-07 13:23:41,MacOS
1711,2250569,2022-12-31 01:07:34,2023-01-01 05:01:08,iOS
1712,9058381,2020-05-01 07:43:02,2020-05-02 03:29:52,iOS
1713,9970004,2022-09-25 12:18:40,2022-09-26 22:22:06,Android
1714,4630878,2020-04-23 05:10:35,2020-04-23 13:37:23,Windows
1715,3344608,2021-02-17 18:00:38,2021-02-19 04:42:20,Ubuntu
1716,4966258,2020-01-24 13:26:24,2020-01-25 20:35:34,iOS
1717,4037291,2021-04-02 07:58:59,2021-04-03 16:35:08,Android
1718,1233520,2022-07-23 02:09:51,2022-07-24 10:10:41,Ubuntu
1719,7637780,2021-03-15 09:23:23,2021-03-15 23:28:21,Android
1720,8195073,2022-02-19 07:58:25,2022-02-19 10:12:44,iOS
1721,3197234,2022-04-23 20:19:22,2022-04-25 01:32:15,Ubuntu
1722,7862603,2023-02-22 12:22:16,2023-02-23 01:06:24,Windows
1723,8294970,2021-04-11 15:17:41,2021-04-11 18:36:08,iOS
1724,8475573,2021-09-20 18:21:49,2021-09-21 18:34:00,Android
1725,5761311,2022-12-02 07:23:27,2022-12-03 15:45:42,Windows
1726,9963365,2020-01-02 06:53:14,2020-01-03 07:58:05,Windows
1727,6235073,2020-12-17 16:41:04,2020-12-17 23:45:17,Ubuntu
1728,5001580,2021-02-06 02:38:55,2021-02-06 06:57:19,iOS
1729,2102900,2020-05-25 10:51:32,2020-05-26 09:33:17,MacOS
1730,6520695,2023-04-28 22:53:49,2023-04-29 11:37:19,Android
1731,1484345,2021-02-23 11:05:59,2021-02-24 06:19:32,Windows
1732,1746162,2020-06-21 14:28:06,2020-06-21 16:05:07,Ubuntu
1733,2911210,2022-03-19 08:16:19,2022-03-20 12:01:34,Windows
1734,2498535,2020-12-30 10:00:22,2020-12-31 11:10:33,MacOS
1735,9511373,2020-07-21 05:16:25,2020-07-22 00:26:05,Windows
1736,6809972,2020-09-04 22:26:03,2020-09-05 02:24:05,iOS
1737,6370195,2020-01-14 21:47:57,2020-01-15 19:53:28,MacOS
1738,1587527,2023-02-19 19:11:41,2023-02-19 19:37:13,Windows
1739,1825752,2023-02-06 23:49:58,2023-02-08 09:13:01,Ubuntu
1740,2627864,2021-12-10 06:15:08,2021-12-10 20:44:20,Windows
1741,10760,,,Windows
1742,9481903,2020-03-11 20:28:43,2020-03-12 08:06:36,Windows
1743,339581,2023-02-05 19:49:21,2023-02-06 08:16:42,Windows
1744,1825752,2023-02-06 04:19:11,2023-02-06 05:11:21,MacOS
1745,5678004,2020-07-05 17:58:41,2020-07-05 21:52:10,Ubuntu
1746,4536632,2020-04-29 15:52:40,2020-04-30 22:29:54,Windows
1747,106946,2022-07-21 22:44:03,2022-07-22 08:56:50,iOS
1748,4997613,2020-07-10 12:58:58,2020-07-11 05:01:13,Android
1749,8919009,2020-08-08 04:51:14,2020-08-09 11:13:41,MacOS
1750,9700458,2023-03-16 19:15:58,2023-03-17 01:38:54,Android
1751,3164033,2020-08-06 09:44:03,2020-08-06 16:17:29,Android
1752,9863167,2020-10-13 17:42:57,2020-10-14 06:17:01,Windows
1753,4141232,2020-12-18 17:39:15,2020-12-19 22:11:55,iOS
1754,252143,2020-12-08 05:11:37,2020-12-09 02:51:51,Android
1755,8919009,2020-08-08 16:14:48,2020-08-10 01:13:30,Windows
1756,271207,2021-08-08 18:04:26,2021-08-09 00:11:54,MacOS
1757,105077,2022-04-18 14:28:47,2022-04-19 18:35:00,Ubuntu
1758,7397121,2023-04-06 00:32:34,2023-04-07 05:45:57,Ubuntu
1759,4296424,2021-08-29 09:55:07,2021-08-30 04:18:38,Windows
1760,7830975,2023-03-14 03:17:54,2023-03-14 12:27:41,Windows
1761,9841663,2020-07-27 08:40:37,2020-07-27 13:47:17,Ubuntu
1762,2516946,2022-03-23 13:16:27,2022-03-23 19:43:22,MacOS
1763,327660,2021-02-25 07:08:40,2021-02-26 01:27:29,Windows
1764,1838335,2022-11-28 14:56:35,2022-11-29 22:18:17,MacOS
1765,113347,2023-01-21 07:57:06,2023-01-22 01:46:31,iOS
1766,8190145,2021-03-27 00:20:37,2021-03-27 10:54:09,Android
1767,9589575,2023-04-21 13:28:02,2023-04-22 12:21:42,iOS
1768,6515059,2020-03-09 03:38:58,2020-03-09 04:05:49,MacOS
1769,7397121,2023-04-06 22:33:16,2023-04-07 18:42:38,MacOS
1770,8112662,2022-07-08 14:23:48,2022-07-09 02:00:00,iOS
1771,3187735,2021-04-06 10:15:52,2021-04-07 15:49:15,Ubuntu
1772,3320816,2020-01-21 00:34:06,2020-01-21 17:25:52,Ubuntu
1773,5955589,2022-06-12 03:50:08,2022-06-12 15:10:18,iOS
1774,1278173,2023-04-05 01:14:36,2023-04-05 11:35:11,Windows
1775,2893413,2020-04-05 07:13:16,2020-04-06 02:12:03,iOS
1776,9851599,2023-03-23 04:28:06,2023-03-24 08:39:22,MacOS
1777,9530444,2023-04-15 15:04:33,2023-04-16 01:12:04,iOS
1778,5932958,2021-06-09 17:10:50,2021-06-10 23:18:08,Android
1779,4964488,2021-12-06 21:26:42,2021-12-07 23:15:09,MacOS
1780,3348290,2022-04-27 02:47:25,2022-04-28 00:12:58,Windows
1781,9399964,2021-09-07 10:16:16,2021-09-07 19:41:56,iOS
1782,6858906,2022-09-12 04:34:52,2022-09-13 07:16:29,Android
1783,3164493,2023-04-21 16:33:20,2023-04-23 04:22:31,MacOS
1784,1860821,2021-10-10 00:55:51,2021-10-10 09:02:12,Ubuntu
1785,1559089,2020-08-24 00:52:10,2020-08-24 03:22:40,Windows
1786,2840310,2020-10-11 02:38:17,2020-10-12 01:10:57,MacOS
1787,9963365,2020-01-02 20:18:36,2020-01-04 01:37:49,MacOS
1788,7637780,2021-03-15 14:08:42,2021-03-16 19:54:04,iOS
1789,3863105,2020-07-10 23:06:45,2020-07-11 23:30:53,Android
1790,7349502,2023-03-21 21:50:01,2023-03-23 04:04:27,MacOS
1791,8979408,2020-04-12 17:31:51,2020-04-13 22:57:25,iOS
